"account_id","plan","currency","cohort_start_date","number_of_payments","gender","genre1","genre2","type","games","age","hours","is_churner","one_two_payments"
"754983845","SMALL","EUR","2019-01-01 00:00:00+01","1","male","action","role-playing","tablet",7,16,"7.16094592108896",1,1
"637758380","MEDIUM","EUR","2019-11-01 00:00:00+01","12","female","action","action","computer",19,39,"14.297356809598",0,0
"89264655","SMALL","EUR","2019-10-01 00:00:00+02","13","female","role-playing","adventure","mobile",14,22,"11.2134250910485",0,0
"727966481","SMALL","USD","2019-07-01 00:00:00+02","18","male","strategy","sports","mobile",3,21,"12.3085786017842",0,0
"888028669","SMALL","EUR","2020-05-01 00:00:00+02","3","male","sports","strategy","mobile",3,25,"6.25043551300616",1,0
"161646988","SMALL","USD","2019-05-01 00:00:00+02","3","male","sports","adventure","computer",3,16,"5.525350759845",1,0
"924621177","SMALL","EUR","2020-09-01 00:00:00+02","2","male","sports","adventure","computer",8,24,"10.4394037806004",1,1
"354343818","SMALL","USD","2019-06-01 00:00:00+02","1","male","action","action","tablet",8,19,"7.51974017190067",1,1
"121337552","SMALL","USD","2019-10-01 00:00:00+02","4","male","action","sports","computer",0,27,"0",1,0
"155657431","SMALL","USD","2019-07-01 00:00:00+02","2","male","adventure","strategy","computer",1,20,"6.68378017823455",1,1
"19778489","SMALL","USD","2019-01-01 00:00:00+01","2","male","action","role-playing","computer",5,22,"7.31592410727054",1,1
"841372964","SMALL","USD","2020-01-01 00:00:00+01","12","male","action","sports","computer",14,33,"8.62537509187698",0,0
"8738463","SMALL","USD","2020-06-01 00:00:00+02","7","female","sports","adventure","mobile",3,25,"6.32839890688397",0,0
"859141210","SMALL","USD","2019-08-01 00:00:00+02","5","male","action","sports","mobile",2,19,"0.419766611836632",1,0
"282896911","SMALL","USD","2019-12-01 00:00:00+01","10","male","role-playing","action","computer",13,25,"5.39398714126157",0,0
"461981001","SMALL","USD","2019-04-01 00:00:00+02","5","female","role-playing","sports","computer",7,21,"7.41804419156044",1,0
"125164633","SMALL","USD","2019-01-01 00:00:00+01","21","male","sports","action","mobile",5,27,"9.48506826333131",0,0
"630162491","SMALL","USD","2019-09-01 00:00:00+02","16","male","sports","adventure","computer",0,20,"0",0,0
"739432556","SMALL","USD","2020-11-01 00:00:00+01","2","male","simulation","action","computer",13,27,"7.72622020884629",2,1
"655662793","SMALL","USD","2019-01-01 00:00:00+01","19","male","strategy","action","computer",10,35,"7.28518553160888",0,0
"191279168","SMALL","USD","2019-07-01 00:00:00+02","2","male","action","adventure","computer",8,24,"5.99236662412007",1,1
"379788176","LARGE","EUR","2020-11-01 00:00:00+01","1","female","adventure","role-playing","mobile",14,27,"13.953233806408",1,1
"909945740","SMALL","EUR","2020-12-01 00:00:00+01","1","male","action","sports","mobile",10,28,"18.3170483264763",2,1
"690865835","SMALL","EUR","2019-07-01 00:00:00+02","1","male","strategy","sports","computer",9,21,"11.2133713707052",1,1
"517327886","LARGE","USD","2019-03-01 00:00:00+01","4","female","role-playing","strategy","computer",4,35,"10.3569801818393",1,0
"819857479","LARGE","EUR","2020-09-01 00:00:00+02","2","male","action","strategy","mobile",6,23,"18.5897285570066",1,1
"257244906","SMALL","EUR","2019-12-01 00:00:00+01","11","male","role-playing","simulation","computer",3,27,"12.1576614899154",0,0
"931820511","SMALL","USD","2019-07-01 00:00:00+02","11","male","role-playing","action","computer",2,26,"7.01223178591096",0,0
"197754864","LARGE","EUR","2019-08-01 00:00:00+02","3","male","action","action","computer",19,29,"8.62340122126575",1,0
"149915210","SMALL","EUR","2020-02-01 00:00:00+01","2","male","action","sports","computer",11,20,"5.97425653562854",1,1
"787801311","SMALL","USD","2019-09-01 00:00:00+02","7","female","action","adventure","mobile",9,35,"9.26083521147442",0,0
"985033316","SMALL","EUR","2019-05-01 00:00:00+02","4","male","sports","sports","tablet",4,23,"6.35840957320566",1,0
"524986082","SMALL","USD","2019-01-01 00:00:00+01","15","male","action","adventure","computer",9,32,"7.24791796457479",0,0
"68407833","SMALL","USD","2020-05-01 00:00:00+02","8","male","action","adventure","computer",7,53,"12.1134784496661",0,0
"58101879","MEDIUM","USD","2019-03-01 00:00:00+01","22","male","sports","simulation","computer",15,47,"13.2823012465761",0,0
"747025663","MEDIUM","EUR","2019-02-01 00:00:00+01","20","male","sports","role-playing","tablet",20,28,"10.2553866595861",0,0
"323686678","MEDIUM","EUR","2019-02-01 00:00:00+01","7","male","action","strategy","mobile",7,19,"8.21369133650575",0,0
"923793979","SMALL","EUR","2019-12-01 00:00:00+01","7","male","action","adventure","mobile",9,22,"10.3831543972483",0,0
"676005853","SMALL","EUR","2019-07-01 00:00:00+02","12","male","role-playing","sports","computer",12,28,"12.8563271911695",0,0
"665022027","SMALL","EUR","2020-06-01 00:00:00+02","5","female","simulation","adventure","mobile",20,24,"6.09888819544813",1,0
"693024059","SMALL","EUR","2020-02-01 00:00:00+01","9","female","action","role-playing","computer",22,41,"12.2247829641091",0,0
"657418379","SMALL","USD","2019-11-01 00:00:00+01","12","male","simulation","strategy","computer",11,25,"25.42472742253",0,0
"125911709","SMALL","USD","2019-08-01 00:00:00+02","17","female","adventure","role-playing","mobile",9,30,"3.86999042486175",0,0
"221789617","SMALL","EUR","2019-01-01 00:00:00+01","14","male","sports","adventure","computer",11,28,"8.50706112474799",0,0
"741942138","SMALL","EUR","2020-08-01 00:00:00+02","3","female","adventure","action","computer",9,40,"9.700911580653",1,0
"795181619","MEDIUM","EUR","2020-09-01 00:00:00+02","2","male","strategy","action","computer",12,25,"9.39396869223303",1,1
"333326517","SMALL","EUR","2020-05-01 00:00:00+02","1","female","role-playing","role-playing","computer",6,24,"4.4747024618085",1,1
"872854769","SMALL","EUR","2020-04-01 00:00:00+02","4","male","sports","action","computer",5,23,"5.3292042817274",1,0
"528797743","SMALL","USD","2020-09-01 00:00:00+02","4","male","adventure","sports","computer",9,24,"8.47445386877406",2,0
"582970653","SMALL","USD","2019-09-01 00:00:00+02","16","female","adventure","adventure","computer",2,38,"3.4086563402436",0,0
"981950616","SMALL","EUR","2019-08-01 00:00:00+02","1","male","role-playing","action","computer",2,24,"7.78768304866528",1,1
"323061334","SMALL","EUR","2020-02-01 00:00:00+01","9","male","action","adventure","mobile",6,24,"12.2199687254824",0,0
"714134800","SMALL","USD","2019-11-01 00:00:00+01","3","male","strategy","role-playing","mobile",2,25,"8.14006472919428",1,0
"479675414","SMALL","USD","2019-12-01 00:00:00+01","3","male","action","sports","mobile",0,21,"0",1,0
"791262204","SMALL","EUR","2019-08-01 00:00:00+02","11","female","role-playing","role-playing","computer",15,28,"14.5108702646817",0,0
"102266349","SMALL","EUR","2019-06-01 00:00:00+02","17","male","adventure","role-playing","computer",14,32,"14.9686585489446",0,0
"290879483","LARGE","USD","2020-02-01 00:00:00+01","9","male","role-playing","adventure","computer",6,21,"15.5147206135229",0,0
"467585244","SMALL","EUR","2020-03-01 00:00:00+01","8","male","action","action","computer",4,18,"6.82343282989545",0,0
"498495655","SMALL","EUR","2020-07-01 00:00:00+02","1","male","simulation","adventure","computer",4,21,"6.06387999463051",1,1
"816602990","SMALL","EUR","2020-11-01 00:00:00+01","1","female","strategy","role-playing","computer",3,24,"5.34590247327139",1,1
"803392284","SMALL","EUR","2019-11-01 00:00:00+01","5","male","action","action","mobile",0,18,"0",1,0
"262242806","SMALL","USD","2019-03-01 00:00:00+01","2","male","role-playing","strategy","computer",8,26,"8.09843658527259",1,1
"1425820","SMALL","EUR","2019-06-01 00:00:00+02","2","male","adventure","adventure","mobile",8,20,"8.64871857789771",1,1
"180505399","SMALL","USD","2019-07-01 00:00:00+02","11","male","action","adventure","mobile",0,24,"0",0,0
"464143156","LARGE","USD","2019-05-01 00:00:00+02","19","male","action","sports","computer",19,23,"8.50249061812479",0,0
"2397506","SMALL","USD","2019-09-01 00:00:00+02","16","male","adventure","role-playing","computer",13,32,"7.15172257896438",0,0
"834039615","SMALL","USD","2019-12-01 00:00:00+01","10","male","role-playing","adventure","mobile",5,30,"8.46633752021309",0,0
"470800881","SMALL","USD","2019-12-01 00:00:00+01","1","female","strategy","action","computer",6,19,"8.06265426516439",1,1
"756775317","SMALL","EUR","2020-10-01 00:00:00+02","1","male","adventure","simulation","mobile",7,22,"3.6684714402046",1,1
"686763504","SMALL","USD","2020-09-01 00:00:00+02","2","male","action","strategy","computer",2,21,"14.2302367782071",1,1
"493999758","SMALL","EUR","2020-12-01 00:00:00+01","1","female","simulation","action","computer",0,23,"0",2,1
"989179986","MEDIUM","USD","2020-07-01 00:00:00+02","1","female","adventure","strategy","computer",4,25,"6.11007433570199",1,1
"715324713","MEDIUM","EUR","2020-12-01 00:00:00+01","1","male","action","role-playing","computer",4,29,"10.5747677962088",2,1
"872172631","SMALL","USD","2019-12-01 00:00:00+01","13","male","simulation","role-playing","computer",13,25,"8.17467568137754",0,0
"312020191","LARGE","USD","2019-10-01 00:00:00+02","5","female","adventure","sports","computer",24,27,"18.540816747474",1,0
"458537901","SMALL","EUR","2019-04-01 00:00:00+02","1","male","role-playing","action","computer",8,19,"8.48151717890232",1,1
"218286631","SMALL","USD","2019-02-01 00:00:00+01","23","female","adventure","action","mobile",22,27,"9.58216622326363",0,0
"57829469","SMALL","EUR","2019-08-01 00:00:00+02","5","male","strategy","action","mobile",8,23,"3.75390901250344",1,0
"90096300","SMALL","EUR","2020-07-01 00:00:00+02","1","male","adventure","simulation","computer",7,23,"5.80556340335053",1,1
"514335888","SMALL","USD","2020-12-01 00:00:00+01","1","female","adventure","adventure","mobile",9,26,"7.4660943527405",2,1
"897585746","SMALL","USD","2019-03-01 00:00:00+01","9","male","strategy","simulation","computer",8,25,"17.6540418791308",0,0
"639508959","SMALL","EUR","2019-06-01 00:00:00+02","1","male","action","adventure","computer",7,22,"10.2735011398636",1,1
"736563714","SMALL","EUR","2019-09-01 00:00:00+02","14","male","adventure","action","mobile",8,52,"7.02898272183272",0,0
"738980620","SMALL","EUR","2020-06-01 00:00:00+02","5","male","adventure","sports","computer",11,28,"14.8807413941573",1,0
"321103277","SMALL","USD","2020-01-01 00:00:00+01","12","female","role-playing","role-playing","computer",26,36,"11.129894604476",0,0
"501485404","SMALL","EUR","2020-01-01 00:00:00+01","10","male","action","strategy","computer",10,35,"6.79921570327132",0,0
"521550290","LARGE","EUR","2020-11-01 00:00:00+01","1","female","role-playing","action","computer",11,46,"4.85376394057331",1,1
"541342292","SMALL","USD","2020-06-01 00:00:00+02","7","male","action","strategy","computer",11,30,"5.25744188145924",0,0
"551623686","SMALL","EUR","2019-07-01 00:00:00+02","2","female","role-playing","adventure","computer",6,28,"7.431656053282",1,1
"318777845","MEDIUM","USD","2020-04-01 00:00:00+02","9","male","action","adventure","computer",15,23,"6.35375058644463",0,0
"379308652","SMALL","USD","2019-01-01 00:00:00+01","22","male","action","action","computer",20,26,"17.139099780296",0,0
"82410679","SMALL","EUR","2020-03-01 00:00:00+01","8","male","action","adventure","computer",6,30,"6.84101933303035",0,0
"295039119","SMALL","USD","2020-07-01 00:00:00+02","6","male","adventure","action","tablet",7,26,"13.9529270407283",2,0
"709356952","LARGE","USD","2019-09-01 00:00:00+02","1","female","sports","strategy","computer",5,35,"8.83838487859582",1,1
"751843040","MEDIUM","USD","2019-09-01 00:00:00+02","2","male","sports","action","computer",6,22,"8.3533194958999",1,1
"231729225","MEDIUM","USD","2020-01-01 00:00:00+01","2","male","adventure","adventure","mobile",16,19,"12.8744506528009",1,1
"397912599","SMALL","EUR","2020-04-01 00:00:00+02","3","male","simulation","action","mobile",6,21,"6.63858183509571",1,0
"961998167","SMALL","EUR","2019-02-01 00:00:00+01","2","female","action","adventure","computer",3,27,"4.17589761456141",1,1
"854018754","SMALL","USD","2019-06-01 00:00:00+02","8","male","sports","strategy","computer",8,16,"8.52664049095926",0,0
"985371361","SMALL","USD","2019-03-01 00:00:00+01","21","male","action","action","computer",12,34,"14.3245843382697",0,0
"286870474","LARGE","EUR","2019-03-01 00:00:00+01","1","male","action","role-playing","computer",24,23,"9.74608321863161",1,1
"525369197","SMALL","EUR","2020-08-01 00:00:00+02","3","male","role-playing","adventure","computer",9,23,"10.7434673629475",1,0
"491217071","SMALL","EUR","2020-09-01 00:00:00+02","2","female","adventure","role-playing","mobile",7,23,"6.58711376268868",1,1
"114728845","SMALL","EUR","2020-02-01 00:00:00+01","9","male","strategy","role-playing","computer",9,23,"6.42594516669219",0,0
"802790224","SMALL","USD","2020-12-01 00:00:00+01","1","male","adventure","role-playing","computer",9,23,"5.92048740321483",2,1
"535749399","LARGE","EUR","2020-03-01 00:00:00+01","6","female","simulation","action","mobile",17,20,"12.8233539356656",1,0
"388799883","SMALL","EUR","2020-08-01 00:00:00+02","1","male","action","action","mobile",6,26,"7.9143403359876",1,1
"267555645","MEDIUM","EUR","2019-11-01 00:00:00+01","12","male","action","strategy","mobile",17,28,"7.83158675087126",0,0
"751481696","MEDIUM","USD","2019-11-01 00:00:00+01","1","male","action","adventure","computer",4,22,"10.3678010503889",1,1
"874145463","SMALL","USD","2019-05-01 00:00:00+02","20","male","action","action","computer",8,32,"13.5277928277764",0,0
"468840921","SMALL","USD","2019-09-01 00:00:00+02","12","female","adventure","simulation","computer",4,22,"5.046356698303",0,0
"68702524","SMALL","USD","2019-11-01 00:00:00+01","10","female","action","strategy","computer",5,26,"6.43955408808214",0,0
"60539519","SMALL","USD","2019-01-01 00:00:00+01","21","male","action","adventure","mobile",12,24,"20.6130370109816",0,0
"849107256","SMALL","USD","2020-07-01 00:00:00+02","1","female","adventure","strategy","mobile",2,24,"9.12765246957297",1,1
"325893747","SMALL","USD","2020-07-01 00:00:00+02","6","male","role-playing","strategy","tablet",3,22,"4.58448610483378",2,0
"775565011","SMALL","USD","2020-01-01 00:00:00+01","2","female","strategy","adventure","computer",8,23,"5.17455956507621",1,1
"620360601","MEDIUM","USD","2019-12-01 00:00:00+01","13","male","strategy","sports","computer",11,25,"10.4055597257508",0,0
"309038912","SMALL","EUR","2019-05-01 00:00:00+02","17","male","adventure","strategy","computer",1,24,"6.47414688351197",0,0
"555978006","MEDIUM","USD","2020-09-01 00:00:00+02","1","female","role-playing","adventure","computer",5,25,"6.06546995841546",1,1
"683471394","SMALL","EUR","2020-05-01 00:00:00+02","6","male","strategy","adventure","computer",8,25,"7.6920556396819",1,0
"139887007","MEDIUM","USD","2019-11-01 00:00:00+01","3","male","action","sports","mobile",7,28,"11.0515274239661",1,0
"401269909","SMALL","USD","2019-11-01 00:00:00+01","14","male","action","action","tablet",12,27,"9.58217855152531",0,0
"83857648","SMALL","USD","2019-04-01 00:00:00+02","20","male","role-playing","adventure","computer",0,24,"0",0,0
"557591166","SMALL","USD","2020-07-01 00:00:00+02","6","male","role-playing","action","mobile",8,30,"5.94793030992856",2,0
"72388185","SMALL","USD","2019-06-01 00:00:00+02","1","female","role-playing","action","mobile",11,17,"9.76748467283997",1,1
"568229263","SMALL","EUR","2020-07-01 00:00:00+02","3","male","sports","sports","mobile",3,20,"3.10959136865278",1,0
"523024296","MEDIUM","USD","2020-08-01 00:00:00+02","5","male","action","action","computer",7,30,"10.6467905876809",2,0
"962282551","SMALL","EUR","2019-06-01 00:00:00+02","17","male","action","role-playing","mobile",4,45,"11.1293618620013",0,0
"828656177","SMALL","USD","2019-07-01 00:00:00+02","2","male","strategy","strategy","mobile",4,29,"11.9704874794771",1,1
"470760083","SMALL","USD","2020-01-01 00:00:00+01","2","female","adventure","role-playing","mobile",8,24,"6.51997111897031",1,1
"121509836","SMALL","USD","2019-07-01 00:00:00+02","13","male","strategy","strategy","computer",3,25,"14.5677234323229",0,0
"398196163","LARGE","EUR","2020-03-01 00:00:00+01","8","male","sports","action","computer",23,27,"20.431573525765",0,0
"402400219","SMALL","USD","2019-04-01 00:00:00+02","1","male","simulation","adventure","mobile",2,22,"8.3051002102044",1,1
"331438388","SMALL","EUR","2019-07-01 00:00:00+02","2","male","role-playing","action","computer",2,20,"8.84958550928574",1,1
"174797747","LARGE","USD","2020-09-01 00:00:00+02","1","male","simulation","sports","mobile",4,24,"16.3867758860831",1,1
"134923235","SMALL","EUR","2020-01-01 00:00:00+01","10","female","action","sports","computer",5,39,"6.86557077034141",0,0
"470328714","SMALL","USD","2020-05-01 00:00:00+02","5","male","adventure","adventure","computer",7,23,"5.9826497001056",1,0
"88235811","MEDIUM","EUR","2020-08-01 00:00:00+02","3","male","sports","action","computer",9,21,"5.33658195713396",1,0
"444236593","MEDIUM","USD","2020-06-01 00:00:00+02","7","female","role-playing","role-playing","mobile",6,25,"5.49827680684121",0,0
"590783589","SMALL","EUR","2020-12-01 00:00:00+01","1","male","role-playing","strategy","computer",1,21,"9.74899360639168",2,1
"214142026","SMALL","USD","2019-07-01 00:00:00+02","18","female","simulation","role-playing","mobile",7,28,"10.7037730556167",0,0
"61124704","SMALL","USD","2019-04-01 00:00:00+02","1","female","adventure","strategy","tablet",7,22,"7.0970617884187",1,1
"427509017","SMALL","EUR","2019-05-01 00:00:00+02","1","male","adventure","simulation","computer",3,22,"5.06356766314549",1,1
"265844664","SMALL","USD","2020-08-01 00:00:00+02","5","male","role-playing","strategy","mobile",7,29,"12.3620937554163",2,0
"296170022","SMALL","USD","2020-01-01 00:00:00+01","12","female","strategy","simulation","computer",7,23,"14.1413094499595",0,0
"853096131","SMALL","EUR","2020-03-01 00:00:00+01","8","male","simulation","adventure","computer",9,30,"5.13524872988648",0,0
"648434972","SMALL","EUR","2020-07-01 00:00:00+02","4","female","action","sports","computer",4,30,"4.2655492399042",1,0
"735351783","SMALL","EUR","2020-12-01 00:00:00+01","1","male","adventure","adventure","computer",14,28,"12.2670675692498",2,1
"118161274","LARGE","EUR","2019-01-01 00:00:00+01","6","female","adventure","simulation","computer",0,25,"0",1,0
"827125982","SMALL","USD","2020-07-01 00:00:00+02","6","male","action","adventure","computer",6,28,"6.10855341172091",2,0
"101144551","SMALL","EUR","2019-04-01 00:00:00+02","3","male","role-playing","sports","computer",1,23,"1.38522343822091",1,0
"995718918","SMALL","USD","2019-12-01 00:00:00+01","8","female","simulation","adventure","mobile",8,23,"8.43531920539665",0,0
"495964944","SMALL","EUR","2020-12-01 00:00:00+01","1","male","adventure","action","computer",7,26,"10.8561278655209",2,1
"135192555","SMALL","USD","2020-01-01 00:00:00+01","8","female","adventure","role-playing","mobile",10,26,"9.65527743229349",0,0
"704227925","SMALL","EUR","2019-06-01 00:00:00+02","6","male","sports","role-playing","mobile",9,23,"10.0095931444064",1,0
"832851703","SMALL","EUR","2020-09-01 00:00:00+02","2","female","role-playing","action","computer",10,29,"14.5228359480231",1,1
"515936604","SMALL","USD","2019-08-01 00:00:00+02","11","male","adventure","role-playing","tablet",13,21,"11.9071368338344",0,0
"503353180","SMALL","USD","2020-05-01 00:00:00+02","8","male","adventure","role-playing","tablet",9,22,"10.126291384803",0,0
"828990161","SMALL","EUR","2020-08-01 00:00:00+02","3","female","strategy","adventure","computer",13,26,"4.10894185503748",1,0
"207252778","MEDIUM","EUR","2019-12-01 00:00:00+01","11","male","adventure","role-playing","computer",14,23,"13.638047843805",0,0
"649026870","SMALL","EUR","2019-03-01 00:00:00+01","3","male","sports","adventure","mobile",0,17,"0",1,0
"489463057","SMALL","EUR","2019-08-01 00:00:00+02","3","male","action","action","mobile",0,26,"0",1,0
"782904109","SMALL","EUR","2019-05-01 00:00:00+02","15","male","adventure","adventure","tablet",8,23,"11.9789711334972",0,0
"607539400","SMALL","USD","2020-12-01 00:00:00+01","1","female","action","action","computer",11,28,"18.3264299117815",2,1
"178828336","SMALL","USD","2020-11-01 00:00:00+01","2","male","action","role-playing","computer",11,35,"16.6187277342348",2,1
"832370411","SMALL","USD","2020-12-01 00:00:00+01","1","male","strategy","action","tablet",13,24,"5.93478693402195",2,1
"766476621","SMALL","USD","2019-04-01 00:00:00+02","21","male","role-playing","sports","computer",19,27,"14.575536776925",0,0
"972496432","SMALL","USD","2019-03-01 00:00:00+01","13","male","simulation","simulation","computer",10,26,"8.74432649837377",0,0
"307014391","SMALL","USD","2020-05-01 00:00:00+02","8","male","sports","adventure","computer",17,30,"11.9937753811466",0,0
"360961089","SMALL","EUR","2019-04-01 00:00:00+02","15","male","sports","simulation","mobile",10,27,"7.73253436224697",0,0
"993855537","SMALL","EUR","2020-07-01 00:00:00+02","4","male","role-playing","strategy","computer",8,36,"7.30106603368189",1,0
"241319152","MEDIUM","USD","2019-12-01 00:00:00+01","7","female","adventure","simulation","mobile",8,23,"9.77846888844842",0,0
"411960940","SMALL","EUR","2019-12-01 00:00:00+01","11","female","sports","sports","computer",11,31,"9.22480396222793",0,0
"409440142","LARGE","EUR","2020-05-01 00:00:00+02","1","male","sports","strategy","computer",5,29,"13.7577149876145",1,1
"948177151","SMALL","USD","2019-07-01 00:00:00+02","2","male","action","adventure","mobile",7,22,"16.5259262321418",1,1
"113363005","SMALL","EUR","2020-09-01 00:00:00+02","2","female","adventure","adventure","computer",12,23,"9.2029129364588",1,1
"599332969","SMALL","EUR","2020-04-01 00:00:00+02","7","male","role-playing","strategy","computer",12,22,"10.4437849774917",0,0
"304800818","SMALL","USD","2019-01-01 00:00:00+01","1","female","sports","role-playing","mobile",1,31,"4.87732296977245",1,1
"265321843","SMALL","USD","2020-10-01 00:00:00+02","1","male","adventure","adventure","mobile",5,24,"16.990797505138",1,1
"884823878","SMALL","USD","2019-05-01 00:00:00+02","20","female","action","role-playing","computer",4,27,"6.39840844766167",0,0
"659726769","SMALL","EUR","2019-08-01 00:00:00+02","15","female","adventure","action","computer",12,35,"6.66565226161165",0,0
"897932873","SMALL","USD","2019-12-01 00:00:00+01","13","male","adventure","role-playing","computer",10,25,"11.6822884543635",0,0
"398275333","MEDIUM","EUR","2019-02-01 00:00:00+01","3","male","role-playing","sports","computer",16,21,"10.0853665212558",1,0
"689363334","SMALL","USD","2019-05-01 00:00:00+02","5","male","role-playing","simulation","tablet",0,18,"0",1,0
"836849053","SMALL","EUR","2020-12-01 00:00:00+01","1","male","action","action","mobile",10,20,"13.7894547450427",2,1
"56960800","MEDIUM","EUR","2019-06-01 00:00:00+02","11","male","role-playing","adventure","tablet",2,37,"10.4013756921011",0,0
"132459019","LARGE","USD","2019-12-01 00:00:00+01","12","male","action","action","mobile",6,25,"12.0624735281282",0,0
"619717779","SMALL","USD","2020-05-01 00:00:00+02","2","female","sports","role-playing","computer",3,24,"7.34547031282318",1,1
"591874010","SMALL","EUR","2019-01-01 00:00:00+01","11","male","action","sports","computer",9,21,"5.94488823711469",0,0
"691218186","SMALL","USD","2020-08-01 00:00:00+02","5","female","strategy","role-playing","computer",10,30,"5.09335963684542",2,0
"358820619","MEDIUM","EUR","2020-02-01 00:00:00+01","2","female","action","simulation","computer",10,22,"10.7602065747486",1,1
"77706853","SMALL","EUR","2020-07-01 00:00:00+02","4","male","adventure","role-playing","computer",12,24,"10.9446929980886",1,0
"699851424","SMALL","USD","2020-05-01 00:00:00+02","1","male","adventure","adventure","computer",6,20,"8.63264539266111",1,1
"805991386","SMALL","EUR","2019-12-01 00:00:00+01","2","female","action","simulation","computer",4,17,"4.80810928945996",1,1
"876990968","SMALL","USD","2020-01-01 00:00:00+01","6","male","role-playing","strategy","computer",1,24,"7.26049952199362",1,0
"104820671","SMALL","EUR","2020-04-01 00:00:00+02","3","male","role-playing","strategy","mobile",1,22,"9.13432330370106",1,0
"539264039","LARGE","USD","2019-05-01 00:00:00+02","8","male","adventure","action","computer",11,26,"18.756850163476",0,0
"841388920","SMALL","EUR","2020-05-01 00:00:00+02","6","male","role-playing","role-playing","mobile",10,26,"8.17227117716134",1,0
"849348842","SMALL","USD","2019-06-01 00:00:00+02","2","male","action","strategy","mobile",4,24,"8.70364642357878",1,1
"2348847","MEDIUM","USD","2019-05-01 00:00:00+02","1","female","adventure","adventure","computer",6,23,"12.0755352346879",1,1
"765812984","SMALL","EUR","2019-07-01 00:00:00+02","16","male","adventure","action","mobile",5,39,"5.55086005309314",0,0
"154553733","SMALL","EUR","2019-02-01 00:00:00+01","6","male","adventure","adventure","mobile",5,23,"9.30764670966382",1,0
"568321523","SMALL","EUR","2019-01-01 00:00:00+01","1","male","action","role-playing","computer",5,23,"3.71821410141433",1,1
"480581472","SMALL","USD","2019-02-01 00:00:00+01","2","male","strategy","action","computer",7,16,"15.6423317999269",1,1
"193839288","SMALL","USD","2019-04-01 00:00:00+02","21","male","action","strategy","computer",10,28,"5.24351967689601",0,0
"359428343","LARGE","USD","2020-10-01 00:00:00+02","2","male","adventure","action","computer",17,27,"12.5078025804924",1,1
"297707743","SMALL","EUR","2020-07-01 00:00:00+02","4","male","simulation","strategy","mobile",16,18,"9.14689797250087",1,0
"770230568","SMALL","USD","2019-06-01 00:00:00+02","14","male","simulation","adventure","mobile",2,27,"7.28334631612492",0,0
"724292315","MEDIUM","USD","2020-08-01 00:00:00+02","5","male","adventure","adventure","computer",18,20,"12.9403680273772",2,0
"193707512","LARGE","USD","2020-06-01 00:00:00+02","4","male","adventure","sports","computer",0,28,"0",1,0
"94824511","SMALL","EUR","2019-12-01 00:00:00+01","5","male","action","strategy","computer",3,28,"4.23462271978588",1,0
"582329055","SMALL","USD","2019-11-01 00:00:00+01","14","male","role-playing","sports","computer",23,17,"13.6824815655986",0,0
"983635724","SMALL","EUR","2019-08-01 00:00:00+02","3","female","role-playing","role-playing","computer",1,22,"2.38640974322477",1,0
"460903234","MEDIUM","EUR","2020-05-01 00:00:00+02","1","male","simulation","sports","computer",10,29,"10.356408711382",1,1
"922136891","SMALL","USD","2019-04-01 00:00:00+02","12","male","role-playing","sports","computer",10,21,"16.0279999412259",0,0
